Project ID,Project Type,Country,Phase,Start Date,Actual_Duration,Actual_Cost,Planned_Duration,Planned_Cost,Var_Deliverables
57,IT -  CRM Implementation,Japon,Post-deployment,11/10/17 9:00,10,2716,10,2800,-0.04
58,IT -  CRM Implementation,Espagne,Initiation,1/1/18 9:00,11,805,11,700,-0.13
58,IT -  CRM Implementation,Espagne,Preparation,8/21/17 9:00,132.5,18515,105.5,16100,-0.13
58,IT -  CRM Implementation,Espagne,Development,9/1/17 9:00,96,24150,93,21000,-0.13
58,IT -  CRM Implementation,Espagne,Testing,11/25/17 9:00,35.5,6440,33.5,5600,-0.13
58,IT -  CRM Implementation,Espagne,Deployment,9/26/17 9:00,22,0,19,0,-0.13
58,IT -  CRM Implementation,Espagne,Post-deployment,9/12/17 9:00,9,3220,9,2800,-0.13
59,IT -  CRM Implementation,Hongrie,Initiation,2/17/18 9:00,12.5,339.5,12.5,350,-0.07
59,IT -  CRM Implementation,Hongrie,Preparation,9/18/17 9:00,152,7808.5,93,8050,-0.07
59,IT -  CRM Implementation,Hongrie,Development,10/1/17 9:00,110.5,10185,92.5,10500,-0.07
59,IT -  CRM Implementation,Hongrie,Testing,1/7/18 9:00,41,2716,44,2800,-0.07
59,IT -  CRM Implementation,Hongrie,Deployment,10/29/17 9:00,25,0,18,0,-0.07
59,IT -  CRM Implementation,Hongrie,Post-deployment,10/13/17 9:00,10,1358,10,1400,-0.07
60,IT -  CRM Implementation,Pologne,Initiation,5/2/18 9:00,12.5,416.5,12.5,350,-0.12
60,IT -  CRM Implementation,Pologne,Preparation,12/4/17 9:00,148.5,9579.5,104.5,8050,-0.12
60,IT -  CRM Implementation,Pologne,Development,12/17/17 9:00,108,12495,79,10500,-0.12
60,IT -  CRM Implementation,Pologne,Testing,3/22/18 9:00,40,3332,43.5,2800,-0.12
60,IT -  CRM Implementation,Pologne,Deployment,1/13/18 9:00,24.5,0,21.5,0,-0.12
60,IT -  CRM Implementation,Pologne,Post-deployment,12/29/17 9:00,10,1666,10,1400,-0.12
61,IT -  CRM Implementation,Republique Chèque,Initiation,5/22/18 9:00,11,770,11,700,-0.09
61,IT -  CRM Implementation,Republique Chèque,Preparation,1/8/18 9:00,133.5,17710,116.5,16100,-0.09
61,IT -  CRM Implementation,Republique Chèque,Development,1/19/18 9:00,97,23100,92,21000,-0.09
61,IT -  CRM Implementation,Republique Chèque,Testing,4/15/18 9:00,36,6160,22,5600,-0.09
61,IT -  CRM Implementation,Republique Chèque,Deployment,2/13/18 9:00,22,0,20,0,-0.09
61,IT -  CRM Implementation,Republique Chèque,Post-deployment,1/30/18 9:00,9,3080,9,2800,-0.09
62,IT -  CRM Implementation,Slovaquie,Initiation,7/11/18 9:00,12.5,889,12.5,700,-0.11
62,IT -  CRM Implementation,Slovaquie,Preparation,2/12/18 9:00,148.5,20447,128.5,16100,-0.11
62,IT -  CRM Implementation,Slovaquie,Development,2/25/18 9:00,108,26670,90,21000,-0.11
62,IT -  CRM Implementation,Slovaquie,Testing,5/31/18 9:00,40,7112,10.5,5600,-0.11
62,IT -  CRM Implementation,Slovaquie,Deployment,3/24/18 9:00,24.5,0,19.5,0,-0.11
62,IT -  CRM Implementation,Slovaquie,Post-deployment,3/9/18 9:00,10,3556,10,2800,-0.11
63,IT -  CRM Implementation,Allemagne,Initiation,10/27/17 9:00,11.5,784,11.5,700,-0.15
63,IT -  CRM Implementation,Allemagne,Preparation,6/12/17 9:00,137,18032,108,16100,-0.15
63,IT -  CRM Implementation,Allemagne,Development,6/24/17 9:00,99.5,23520,83.5,21000,-0.15
63,IT -  CRM Implementation,Allemagne,Testing,9/20/17 9:00,37,6272,38,5600,-0.15
63,IT -  CRM Implementation,Allemagne,Deployment,7/19/17 9:00,22.5,0,20.5,0,-0.15
63,IT -  CRM Implementation,Allemagne,Post-deployment,7/5/17 9:00,9,3136,9,2800,-0.15
64,IT -  CRM Implementation,Serbie,Initiation,3/9/18 9:00,5,423.5,5,350,-0.09
64,IT -  CRM Implementation,Serbie,Preparation,1/8/18 9:00,60,9740.5,60,8050,-0.09
64,IT -  CRM Implementation,Serbie,Development,1/13/18 9:00,43.5,12705,42.5,10500,-0.09
64,IT -  CRM Implementation,Serbie,Testing,2/21/18 9:00,16,3388,14.5,2800,-0.09
64,IT -  CRM Implementation,Serbie,Deployment,1/24/18 9:00,10,0,10,0,-0.09
64,IT -  CRM Implementation,Serbie,Post-deployment,1/18/18 9:00,4,1694,4,1400,-0.09
65,IT -  CRM Implementation,Croatie,Initiation,9/9/17 9:00,4.5,420,4.5,350,-0.15
65,IT -  CRM Implementation,Croatie,Preparation,7/17/17 9:00,54,9660,62,8050,-0.15
65,IT -  CRM Implementation,Croatie,Development,7/22/17 9:00,39,12600,42,10500,-0.15
65,IT -  CRM Implementation,Croatie,Testing,8/25/17 9:00,14.5,3360,14.5,2800,-0.15
65,IT -  CRM Implementation,Croatie,Deployment,8/1/17 9:00,9,0,9,0,-0.15
65,IT -  CRM Implementation,Croatie,Post-deployment,7/26/17 9:00,4,1680,4,1400,-0.15
66,IT -  CRM Implementation,Slovenie,Initiation,7/7/18 9:00,12,896,12,700,-0.07
66,IT -  CRM Implementation,Slovenie,Preparation,2/12/18 9:00,145,20608,139,16100,-0.07
66,IT -  CRM Implementation,Slovenie,Development,2/24/18 9:00,105,26880,81,21000,-0.07
66,IT -  CRM Implementation,Slovenie,Testing,5/28/18 9:00,39,7168,6.5,5600,-0.07
66,IT -  CRM Implementation,Slovenie,Deployment,3/23/18 9:00,24,0,22,0,-0.07
66,IT -  CRM Implementation,Slovenie,Post-deployment,3/8/18 9:00,9.5,3584,9.5,2800,-0.07
67,IT -  CRM Implementation,Macedoine,Initiation,1/7/18 9:00,4.5,385,4.5,350,0
67,IT -  CRM Implementation,Macedoine,Preparation,11/13/17 9:00,55,8855,55,8050,0
67,IT -  CRM Implementation,Macedoine,Development,11/18/17 9:00,40,11550,43,10500,0
67,IT -  CRM Implementation,Macedoine,Testing,12/23/17 9:00,15,3080,20,2800,0
67,IT -  CRM Implementation,Macedoine,Deployment,11/28/17 9:00,9,0,9,0,0
67,IT -  CRM Implementation,Macedoine,Post-deployment,11/22/17 9:00,4,1540,4,1400,0
68,IT -  CRM Implementation,Albanie,Initiation,8/25/17 9:00,6,336,6,350,-0.07
68,IT -  CRM Implementation,Albanie,Preparation,6/12/17 9:00,73.5,7728,59.5,8050,-0.07
68,IT -  CRM Implementation,Albanie,Development,6/18/17 9:00,53,10080,49,10500,-0.07
68,IT -  CRM Implementation,Albanie,Testing,8/4/17 9:00,20,2688,7,2800,-0.07
68,IT -  CRM Implementation,Albanie,Deployment,7/2/17 9:00,12,0,9,0,-0.07
68,IT -  CRM Implementation,Albanie,Post-deployment,6/24/17 9:00,5,1344,5,1400,-0.07
69,IT -  CRM Implementation,Canada,Initiation,11/9/17 9:00,11.5,791,11.5,700,-0.03
69,IT -  CRM Implementation,Canada,Preparation,6/26/17 9:00,136,18193,128,16100,-0.03
69,IT -  CRM Implementation,Canada,Development,7/8/17 9:00,98.5,23730,92.5,21000,-0.03
69,IT -  CRM Implementation,Canada,Testing,10/3/17 9:00,36.5,6328,10.5,5600,-0.03
69,IT -  CRM Implementation,Canada,Deployment,8/2/17 9:00,22.5,0,19.5,0,-0.03
69,IT -  CRM Implementation,Canada,Post-deployment,7/19/17 9:00,9,3164,9,2800,-0.03
70,IT -  CRM Implementation,Malte,Initiation,2/11/18 9:00,6,420,6,350,-0.13
70,IT -  CRM Implementation,Malte,Preparation,12/4/17 9:00,69,9660,51,8050,-0.13
70,IT -  CRM Implementation,Malte,Development,12/10/17 9:00,50,12600,43,10500,-0.13
70,IT -  CRM Implementation,Malte,Testing,1/23/18 9:00,18.5,3360,19.5,2800,-0.13
70,IT -  CRM Implementation,Malte,Deployment,12/23/17 9:00,11.5,0,11.5,0,-0.13
70,IT -  CRM Implementation,Malte,Post-deployment,12/16/17 9:00,5,1680,5,1400,-0.13
71,IT -  CRM Implementation,Turquie,Initiation,5/4/18 9:00,6.5,325.5,6.5,350,-0.14
71,IT -  CRM Implementation,Turquie,Preparation,2/17/18 9:00,75.5,7486.5,60,8050,-0.14
71,IT -  CRM Implementation,Turquie,Development,2/24/18 9:00,55,9765,44,10500,-0.14
71,IT -  CRM Implementation,Turquie,Testing,4/13/18 9:00,20.5,2604,7.5,2800,-0.14
71,IT -  CRM Implementation,Turquie,Deployment,3/10/18 9:00,12.5,0,12.5,0,-0.14
71,IT -  CRM Implementation,Turquie,Post-deployment,3/2/18 9:00,5,1302,5,1400,-0.14
72,IT -  CRM Implementation,Grece,Initiation,1/20/18 9:00,10.5,448,10.5,350,-0.1
72,IT -  CRM Implementation,Grece,Preparation,9/18/17 9:00,124,10304,114,8050,-0.1
72,IT -  CRM Implementation,Grece,Development,9/29/17 9:00,90,13440,89,10500,-0.1
72,IT -  CRM Implementation,Grece,Testing,12/17/17 9:00,33.5,3584,28,2800,-0.1
72,IT -  CRM Implementation,Grece,Deployment,10/22/17 9:00,20.5,0,20.5,0,-0.1
72,IT -  CRM Implementation,Grece,Post-deployment,10/9/17 9:00,8.5,1792,8.5,1400,-0.1
73,IT -  CRM Implementation,Portugal,Initiation,4/25/18 9:00,9,420,9,350,-0.03
73,IT -  CRM Implementation,Portugal,Preparation,1/8/18 9:00,106.5,9660,110.5,8050,-0.03
73,IT -  CRM Implementation,Portugal,Development,1/17/18 9:00,77.5,12600,85.5,10500,-0.03
73,IT -  CRM Implementation,Portugal,Testing,3/27/18 9:00,28.5,3360,41,2800,-0.03
73,IT -  CRM Implementation,Portugal,Deployment,2/6/18 9:00,17.5,0,17.5,0,-0.03
73,IT -  CRM Implementation,Portugal,Post-deployment,1/26/18 9:00,7,1680,7,1400,-0.03
74,IT -  CRM Implementation,Ukraine,Initiation,5/4/18 9:00,6.5,357,6.5,350,0
74,IT -  CRM Implementation,Ukraine,Preparation,2/17/18 9:00,76,8211,45,8050,0
74,IT -  CRM Implementation,Ukraine,Development,2/24/18 9:00,55.5,10710,49.5,10500,0
74,IT -  CRM Implementation,Ukraine,Testing,4/14/18 9:00,20.5,2856,19,2800,0
74,IT -  CRM Implementation,Ukraine,Deployment,3/10/18 9:00,12.5,0,10.5,0,0
74,IT -  CRM Implementation,Ukraine,Post-deployment,3/2/18 9:00,5,1428,5,1400,0
75,IT -  CRM Implementation,Russie,Initiation,4/24/18 9:00,9,665,9,700,-0.12
75,IT -  CRM Implementation,Russie,Preparation,1/8/18 9:00,105.5,15295,120.5,16100,-0.12
75,IT -  CRM Implementation,Russie,Development,1/17/18 9:00,76.5,19950,85.5,21000,-0.12
75,IT -  CRM Implementation,Russie,Testing,3/26/18 9:00,28.5,5320,30.5,5600,-0.12
75,IT -  CRM Implementation,Russie,Deployment,2/6/18 9:00,17.5,0,18.5,0,-0.12
75,IT -  CRM Implementation,Russie,Post-deployment,1/26/18 9:00,7,2660,7,2800,-0.12
76,IT -  CRM Implementation,Bielorussie,Initiation,8/26/17 9:00,5,448,5,350,-0.12
76,IT -  CRM Implementation,Bielorussie,Preparation,6/26/17 9:00,60.5,10304,57.5,8050,-0.12
76,IT -  CRM Implementation,Bielorussie,Development,7/1/17 9:00,44,13440,44,10500,-0.12
76,IT -  CRM Implementation,Bielorussie,Testing,8/9/17 9:00,16.5,3584,15.5,2800,-0.12
76,IT -  CRM Implementation,Bielorussie,Deployment,7/13/17 9:00,10,0,10,0,-0.12
76,IT -  CRM Implementation,Bielorussie,Post-deployment,7/6/17 9:00,4,1792,4,1400,-0.12
77,IT -  CRM Implementation,Lituanie,Initiation,1/23/18 9:00,6,364,5,350,-0.09
77,IT -  CRM Implementation,Lituanie,Preparation,11/13/17 9:00,71,8372,60,8050,-0.09
77,IT -  CRM Implementation,Lituanie,Development,11/19/17 9:00,51.5,10920,47,10500,-0.09
77,IT -  CRM Implementation,Lituanie,Testing,1/4/18 9:00,19,2912,7.5,2800,-0.09
77,IT -  CRM Implementation,Lituanie,Deployment,12/2/17 9:00,12,0,11,0,-0.09
77,IT -  CRM Implementation,Lituanie,Post-deployment,11/25/17 9:00,5,1456,4,1400,-0.09
78,IT -  CRM Implementation,Estonie,Initiation,10/18/17 9:00,5,409.5,5,350,-0.09
78,IT -  CRM Implementation,Estonie,Preparation,8/21/17 9:00,57.5,9418.5,59.5,8050,-0.09
78,IT -  CRM Implementation,Estonie,Development,8/26/17 9:00,41.5,12285,42.5,10500,-0.09
78,IT -  CRM Implementation,Estonie,Testing,10/2/17 9:00,15.5,3276,15,2800,-0.09
78,IT -  CRM Implementation,Estonie,Deployment,9/6/17 9:00,9.5,0,9.5,0,-0.09
78,IT -  CRM Implementation,Estonie,Post-deployment,8/31/17 9:00,4,1638,4,1400,-0.09
79,IT -  CRM Implementation,Suede,Initiation,7/13/18 9:00,12.5,777,12.5,700,-0.01
79,IT -  CRM Implementation,Suede,Preparation,2/12/18 9:00,151,17871,129,16100,-0.01
79,IT -  CRM Implementation,Suede,Development,2/25/18 9:00,109.5,23310,97.5,21000,-0.01
79,IT -  CRM Implementation,Suede,Testing,6/2/18 9:00,40.5,6216,2.5,5600,-0.01
79,IT -  CRM Implementation,Suede,Deployment,3/25/18 9:00,25,0,19,0,-0.01
79,IT -  CRM Implementation,Suede,Post-deployment,3/9/18 9:00,10,3108,10,2800,-0.01
80,IT -  CRM Implementation,Danemark,Initiation,11/27/17 9:00,11,812,11,700,-0.11
80,IT -  CRM Implementation,Danemark,Preparation,7/17/17 9:00,132.5,18676,130.5,16100,-0.11
80,IT -  CRM Implementation,Danemark,Development,7/28/17 9:00,96,24360,83,21000,-0.11
80,IT -  CRM Implementation,Danemark,Testing,10/21/17 9:00,35.5,6496,15.5,5600,-0.11
80,IT -  CRM Implementation,Danemark,Deployment,8/22/17 9:00,22,0,22,0,-0.11
80,IT -  CRM Implementation,Danemark,Post-deployment,8/8/17 9:00,9,3248,9,2800,-0.11
81,IT -  CRM Implementation,Norvege,Initiation,4/2/18 9:00,10,840,10,700,-0.11
81,IT -  CRM Implementation,Norvege,Preparation,12/4/17 9:00,118.5,19320,118.5,16100,-0.11
81,IT -  CRM Implementation,Norvege,Development,12/14/17 9:00,86,25200,85,21000,-0.11
81,IT -  CRM Implementation,Norvege,Testing,2/28/18 9:00,32,6720,30,5600,-0.11
81,IT -  CRM Implementation,Norvege,Deployment,1/5/18 9:00,19.5,0,19.5,0,-0.11
81,IT -  CRM Implementation,Norvege,Post-deployment,12/24/17 9:00,8,3360,8,2800,-0.11
82,IT -  CRM Implementation,Suisse,Initiation,6/20/18 9:00,10.5,707,10.5,700,-0.04
82,IT -  CRM Implementation,Suisse,Preparation,2/12/18 9:00,127.5,16261,113.5,16100,-0.04
82,IT -  CRM Implementation,Suisse,Development,2/23/18 9:00,92.5,21210,86.5,21000,-0.04
82,IT -  CRM Implementation,Suisse,Testing,5/16/18 9:00,34.5,5656,30,5600,-0.04
82,IT -  CRM Implementation,Suisse,Deployment,3/19/18 9:00,21,0,21,0,-0.04
82,IT -  CRM Implementation,Suisse,Post-deployment,3/5/18 9:00,8.5,2828,8.5,2800,-0.04
83,IT -  CRM Implementation,Cote d'Ivoire,Initiation,8/29/17 9:00,3.5,240.3333333,3.5,233.3333333,-0.12
83,IT -  CRM Implementation,Cote d'Ivoire,Preparation,7/17/17 9:00,43,5527.666667,39,5366.666667,-0.12
83,IT -  CRM Implementation,Cote d'Ivoire,Development,7/21/17 9:00,31.5,7210,28.5,7000,-0.12
83,IT -  CRM Implementation,Cote d'Ivoire,Testing,8/18/17 9:00,11.5,1922.666667,9.5,1866.666667,-0.12
83,IT -  CRM Implementation,Cote d'Ivoire,Deployment,7/29/17 9:00,7,0,7,0,-0.12
83,IT -  CRM Implementation,Cote d'Ivoire,Post-deployment,7/24/17 9:00,3,961.3333333,3,933.3333333,-0.12
84,IT -  CRM Implementation,Senegal,Initiation,2/28/18 9:00,4.5,212.3333333,4.5,233.3333333,-0.15
84,IT -  CRM Implementation,Senegal,Preparation,1/8/18 9:00,51,4883.666667,41,5366.666667,-0.15
84,IT -  CRM Implementation,Senegal,Development,1/13/18 9:00,37,6370,30,7000,-0.15
84,IT -  CRM Implementation,Senegal,Testing,2/14/18 9:00,14,1698.666667,5.5,1866.666667,-0.15
84,IT -  CRM Implementation,Senegal,Deployment,1/22/18 9:00,8.5,0,6.5,0,-0.15
84,IT -  CRM Implementation,Senegal,Post-deployment,1/17/18 9:00,3.5,849.3333333,3.5,933.3333333,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Initiation,8/8/17 9:00,5,402.5,5,350,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Preparation,6/12/17 9:00,56.5,9257.5,58.5,8050,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Development,6/17/17 9:00,41,12075,42,10500,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Testing,7/23/17 9:00,15,3220,17.5,2800,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Deployment,6/27/17 9:00,9.5,0,9.5,0,-0.15
85,IT -  CRM Implementation,Afrique du Sud,Post-deployment,6/22/17 9:00,4,1610,4,1400,-0.15
86,IT -  CRM Implementation,Gambie,Initiation,11/8/17 9:00,4.5,273,4.5,233.3333333,-0.04
86,IT -  CRM Implementation,Gambie,Preparation,9/18/17 9:00,50.5,6279,38.5,5366.666667,-0.04
86,IT -  CRM Implementation,Gambie,Development,9/23/17 9:00,36.5,8190,33.5,7000,-0.04
86,IT -  CRM Implementation,Gambie,Testing,10/25/17 9:00,13.5,2184,4.5,1866.666667,-0.04
86,IT -  CRM Implementation,Gambie,Deployment,10/2/17 9:00,8.5,0,6.5,0,-0.04
86,IT -  CRM Implementation,Gambie,Post-deployment,9/27/17 9:00,3.5,1092,3.5,933.3333333,-0.04
87,IT -  CRM Implementation,Gabon,Initiation,10/10/17 9:00,4.5,226.3333333,4,233.3333333,-0.12
87,IT -  CRM Implementation,Gabon,Preparation,8/21/17 9:00,49.5,5205.666667,40,5366.666667,-0.12
87,IT -  CRM Implementation,Gabon,Development,8/26/17 9:00,36,6790,32,7000,-0.12
87,IT -  CRM Implementation,Gabon,Testing,9/26/17 9:00,13.5,1810.666667,5,1866.666667,-0.12
87,IT -  CRM Implementation,Gabon,Deployment,9/4/17 9:00,8.5,0,6,0,-0.12
87,IT -  CRM Implementation,Gabon,Post-deployment,8/30/17 9:00,3.5,905.3333333,3,933.3333333,-0.12
88,IT -  CRM Implementation,Benin,Initiation,7/26/17 9:00,4,296.3333333,4,233.3333333,-0.01
88,IT -  CRM Implementation,Benin,Preparation,6/12/17 9:00,44,6815.666667,37,5366.666667,-0.01
88,IT -  CRM Implementation,Benin,Development,6/16/17 9:00,32,8890,31,7000,-0.01
88,IT -  CRM Implementation,Benin,Testing,7/14/17 9:00,12,2370.666667,10,1866.666667,-0.01
88,IT -  CRM Implementation,Benin,Deployment,6/24/17 9:00,7.5,0,6.5,0,-0.01
88,IT -  CRM Implementation,Benin,Post-deployment,6/20/17 9:00,3,1185.333333,3,933.3333333,-0.01
89,IT -  CRM Implementation,Togo,Initiation,3/20/18 9:00,3,256.6666667,3,233.3333333,-0.12
89,IT -  CRM Implementation,Togo,Preparation,2/12/18 9:00,35.5,5903.333333,36.5,5366.666667,-0.12
89,IT -  CRM Implementation,Togo,Development,2/15/18 9:00,25.5,7700,28.5,7000,-0.12
89,IT -  CRM Implementation,Togo,Testing,3/10/18 9:00,9.5,2053.333333,14.5,1866.666667,-0.12
89,IT -  CRM Implementation,Togo,Deployment,2/22/18 9:00,6,0,6,0,-0.12
89,IT -  CRM Implementation,Togo,Post-deployment,2/18/18 9:00,2.5,1026.666667,2.5,933.3333333,-0.12
90,IT -  CRM Implementation,Burkina Faso,Initiation,8/10/17 9:00,4,259,4,233.3333333,-0.05
90,IT -  CRM Implementation,Burkina Faso,Preparation,6/26/17 9:00,45,5957,42,5366.666667,-0.05
90,IT -  CRM Implementation,Burkina Faso,Development,6/30/17 9:00,32.5,7770,27.5,7000,-0.05
90,IT -  CRM Implementation,Burkina Faso,Testing,7/29/17 9:00,12,2072,7,1866.666667,-0.05
90,IT -  CRM Implementation,Burkina Faso,Deployment,7/8/17 9:00,7.5,0,7.5,0,-0.05
90,IT -  CRM Implementation,Burkina Faso,Post-deployment,7/4/17 9:00,3,1036,3,933.3333333,-0.05
91,IT -  CRM Implementation,Niger,Initiation,1/10/18 9:00,3,221.6666667,3,233.3333333,-0.04
91,IT -  CRM Implementation,Niger,Preparation,12/4/17 9:00,36.5,5098.333333,38.5,5366.666667,-0.04
91,IT -  CRM Implementation,Niger,Development,12/7/17 9:00,26.5,6650,28.5,7000,-0.04
91,IT -  CRM Implementation,Niger,Testing,12/31/17 9:00,10,1773.333333,12,1866.666667,-0.04
91,IT -  CRM Implementation,Niger,Deployment,12/14/17 9:00,6,0,6,0,-0.04
91,IT -  CRM Implementation,Niger,Post-deployment,12/10/17 9:00,2.5,886.6666667,2.5,933.3333333,-0.04
92,IT -  CRM Implementation,Liban,Initiation,1/28/18 9:00,6.5,364,6,350,-0.05
92,IT -  CRM Implementation,Liban,Preparation,11/13/17 9:00,76,8372,60,8050,-0.05
92,IT -  CRM Implementation,Liban,Development,11/20/17 9:00,55.5,10920,48,10500,-0.05
92,IT -  CRM Implementation,Liban,Testing,1/8/18 9:00,20.5,2912,6,2800,-0.05
92,IT -  CRM Implementation,Liban,Deployment,12/4/17 9:00,12.5,0,10,0,-0.05
92,IT -  CRM Implementation,Liban,Post-deployment,11/26/17 9:00,5,1456,5,1400,-0.05
93,IT -  CRM Implementation,Jordanie,Initiation,12/9/17 9:00,4.5,427,4.5,350,-0.14
93,IT -  CRM Implementation,Jordanie,Preparation,10/16/17 9:00,54,9821,62,8050,-0.14
93,IT -  CRM Implementation,Jordanie,Development,10/21/17 9:00,39,12810,39,10500,-0.14
93,IT -  CRM Implementation,Jordanie,Testing,11/24/17 9:00,14.5,3416,16.5,2800,-0.14
93,IT -  CRM Implementation,Jordanie,Deployment,10/31/17 9:00,9,0,10,0,-0.14
93,IT -  CRM Implementation,Jordanie,Post-deployment,10/25/17 9:00,4,1708,4,1400,-0.14
94,IT -  CRM Implementation,Israel,Initiation,2/27/18 9:00,11,763,11,700,-0.06
94,IT -  CRM Implementation,Israel,Preparation,10/16/17 9:00,133.5,17549,129.5,16100,-0.06
94,IT -  CRM Implementation,Israel,Development,10/27/17 9:00,97,22890,84,21000,-0.06
94,IT -  CRM Implementation,Israel,Testing,1/21/18 9:00,36,6104,18,5600,-0.06
94,IT -  CRM Implementation,Israel,Deployment,11/21/17 9:00,22,0,19,0,-0.06
94,IT -  CRM Implementation,Israel,Post-deployment,11/7/17 9:00,9,3052,9,2800,-0.06
95,IT -  CRM Implementation,Egypte,Initiation,9/26/17 9:00,6,374.5,6,350,-0.09
95,IT -  CRM Implementation,Egypte,Preparation,7/17/17 9:00,71,8613.5,54,8050,-0.09
95,IT -  CRM Implementation,Egypte,Development,7/23/17 9:00,51.5,11235,43.5,10500,-0.09
95,IT -  CRM Implementation,Egypte,Testing,9/7/17 9:00,19,2996,18,2800,-0.09
95,IT -  CRM Implementation,Egypte,Deployment,8/5/17 9:00,12,0,10,0,-0.09
95,IT -  CRM Implementation,Egypte,Post-deployment,7/29/17 9:00,5,1498,5,1400,-0.09
96,IT -  CRM Implementation,Colombie,Initiation,9/11/17 9:00,5,353.5,5,350,-0.03
96,IT -  CRM Implementation,Colombie,Preparation,7/17/17 9:00,56,8130.5,60,8050,-0.03
96,IT -  CRM Implementation,Colombie,Development,7/22/17 9:00,40.5,10605,41.5,10500,-0.03
96,IT -  CRM Implementation,Colombie,Testing,8/27/17 9:00,15,2828,17,2800,-0.03
96,IT -  CRM Implementation,Colombie,Deployment,8/1/17 9:00,9.5,0,9.5,0,-0.03
96,IT -  CRM Implementation,Colombie,Post-deployment,7/27/17 9:00,4,1414,4,1400,-0.03
97,IT -  CRM Implementation,Bresil,Initiation,8/20/17 9:00,4.5,444.5,4.5,350,-0.03
97,IT -  CRM Implementation,Bresil,Preparation,6/26/17 9:00,54.5,10223.5,55.5,8050,-0.03
97,IT -  CRM Implementation,Bresil,Development,7/1/17 9:00,39.5,13335,41.5,10500,-0.03
97,IT -  CRM Implementation,Bresil,Testing,8/5/17 9:00,15,3556,21,2800,-0.03
97,IT -  CRM Implementation,Bresil,Deployment,7/11/17 9:00,9,0,9,0,-0.03
97,IT -  CRM Implementation,Bresil,Post-deployment,7/5/17 9:00,4,1778,4,1400,-0.03
98,IT -  CRM Implementation,Equateur,Initiation,10/27/17 9:00,5.5,448,5.5,350,-0.13
98,IT -  CRM Implementation,Equateur,Preparation,8/21/17 9:00,66.5,10304,53.5,8050,-0.13
98,IT -  CRM Implementation,Equateur,Development,8/27/17 9:00,48,13440,45,10500,-0.13
98,IT -  CRM Implementation,Equateur,Testing,10/8/17 9:00,18,3584,17.5,2800,-0.13
98,IT -  CRM Implementation,Equateur,Deployment,9/8/17 9:00,11,0,10,0,-0.13
98,IT -  CRM Implementation,Equateur,Post-deployment,9/1/17 9:00,4.5,1792,4.5,1400,-0.13
99,IT -  CRM Implementation,Indonesie,Initiation,12/28/17 9:00,6,430.5,6,350,-0.07
99,IT -  CRM Implementation,Indonesie,Preparation,10/16/17 9:00,72.5,9901.5,48.5,8050,-0.07
99,IT -  CRM Implementation,Indonesie,Development,10/22/17 9:00,52.5,12915,46.5,10500,-0.07
99,IT -  CRM Implementation,Indonesie,Testing,12/8/17 9:00,19.5,3444,19.5,2800,-0.07
99,IT -  CRM Implementation,Indonesie,Deployment,11/5/17 9:00,12,0,10,0,-0.07
99,IT -  CRM Implementation,Indonesie,Post-deployment,10/28/17 9:00,5,1722,5,1400,-0.07
100,IT -  CRM Implementation,Malaysie,Initiation,2/13/18 9:00,6,325.5,6,350,0
100,IT -  CRM Implementation,Malaysie,Preparation,12/4/17 9:00,71,7486.5,56,8050,0
100,IT -  CRM Implementation,Malaysie,Development,12/10/17 9:00,51.5,9765,42.5,10500,0
100,IT -  CRM Implementation,Malaysie,Testing,1/25/18 9:00,19,2604,17,2800,0
100,IT -  CRM Implementation,Malaysie,Deployment,12/23/17 9:00,12,0,10,0,0
100,IT -  CRM Implementation,Malaysie,Post-deployment,12/16/17 9:00,5,1302,5,1400,0
101,IT -  CRM Implementation,Chine,Initiation,11/22/17 9:00,12.5,707,12.5,700,0
101,IT -  CRM Implementation,Chine,Preparation,6/26/17 9:00,148.5,16261,100.5,16100,0
101,IT -  CRM Implementation,Chine,Development,7/9/17 9:00,108,21210,97,21000,0
101,IT -  CRM Implementation,Chine,Testing,10/12/17 9:00,40,5656,31.5,5600,0
101,IT -  CRM Implementation,Chine,Deployment,8/5/17 9:00,24.5,0,19.5,0,0
101,IT -  CRM Implementation,Chine,Post-deployment,7/21/17 9:00,10,2828,10,2800,0
102,IT -  CRM Implementation,Ile Maurice,Initiation,11/19/17 9:00,5.5,451.5,5.5,350,-0.02
102,IT -  CRM Implementation,Ile Maurice,Preparation,9/18/17 9:00,62,10384.5,56,8050,-0.02
102,IT -  CRM Implementation,Ile Maurice,Development,9/24/17 9:00,45,13545,44,10500,-0.02
102,IT -  CRM Implementation,Ile Maurice,Testing,11/2/17 9:00,17,3612,15.5,2800,-0.02
102,IT -  CRM Implementation,Ile Maurice,Deployment,10/5/17 9:00,10.5,0,10.5,0,-0.02
102,IT -  CRM Implementation,Ile Maurice,Post-deployment,9/29/17 9:00,4.5,1806,4.5,1400,-0.02
103,IT -  CRM Implementation,La Reunion,Initiation,1/16/18 9:00,5.5,430.5,5.5,350,-0.04
103,IT -  CRM Implementation,La Reunion,Preparation,11/13/17 9:00,64,9901.5,60,8050,-0.04
