created_time,Engaged_Fans,Engaged_Users,Impressions,Negative_Feedback,NonViral_impressions,NonViral_Reach,Post_Activity,Post_Activity_Unique,Post_Clicks,Unique_Post_Clicks,Post_reactions_anger,Post_reactions_haha,Post_reactions_like,Post_reactions_love,Post_reactions_sorry,Post_reactions_wow,Reach
09/10/2018 18:00,4332,12027,288950,5,70340,49970,10469,8544,5984,5332,3,15,7103,313,12,20,193965
09/10/2018 17:01,2880,6004,146715,6,51215,36132,4881,4017,3064,2652,0,7,3298,147,0,1,101690
09/10/2018 16:00,1103,1728,54140,2,31468,21813,1404,1121,942,817,0,3,890,33,1,0,37166
09/10/2018 15:30,7968,23343,574169,13,111459,80085,18856,15606,13389,11823,0,10,12679,753,10,17,392129
09/10/2018 15:00,11175,39384,1065397,16,162834,110633,33484,26890,23577,20072,93,218,21381,547,229,71,675504
09/10/2018 14:00,3961,9804,245959,4,69580,50088,9142,7173,4874,4374,0,6,6146,243,1,4,172524
09/10/2018 13:00,640,892,34985,3,26881,18572,644,543,478,429,0,2,448,3,0,2,23922
09/10/2018 12:00,2202,5163,121606,0,46133,31564,4151,3350,2562,2307,1,2,2805,67,1,0,84629
09/10/2018 11:00,6513,16112,376360,11,99469,71264,12820,10464,8669,7770,3,45,8755,271,8,10,262677
09/10/2018 10:00,4391,10711,273689,8,69223,48980,9075,7641,5223,4694,2,11,6270,162,17,7,193228
09/10/2018 09:00,8572,33534,704304,18,107812,77411,27774,22927,18119,16233,2,17,20126,705,26,15,462804
09/10/2018 08:30,3304,7658,230199,9,76329,54639,6556,4848,4982,4165,4,20,3938,221,4,12,151469
09/10/2018 08:01,1679,2950,71091,7,32833,23786,2690,2288,1226,1081,0,1,1813,59,0,2,48140
09/10/2018 07:30,1668,3094,90027,2,42129,30422,2469,2055,1510,1355,0,1,1608,45,3,1,63439
09/10/2018 07:00,2494,6182,181478,8,55058,40622,4682,3808,3604,3103,1,26,2962,123,0,6,125413
09/10/2018 06:30,9245,32121,649267,13,110252,77073,31422,24618,16625,14517,2,15,21616,858,4,24,441793
09/10/2018 06:00,1597,3370,93438,2,33707,24394,2658,2155,1775,1516,0,2,1714,69,1,0,64877
09/10/2018 05:45,1628,3391,82783,5,32154,22114,3348,2765,1275,1122,0,0,2355,115,0,0,57783
09/10/2018 05:30,2591,5454,128348,8,49972,34628,4933,4165,2384,2149,0,1,3275,142,3,0,85872
09/10/2018 05:15,6297,17258,366899,21,97890,68944,14799,12540,8511,7073,1,10,11207,283,2,15,253333
09/10/2018 05:00,2933,6423,163807,7,58264,42314,5647,4655,3036,2648,1,1,3762,104,1,2,118386
08/10/2018 23:00,1026,1982,60592,3,30854,22001,1537,1245,1150,1033,0,0,991,64,0,0,42376
08/10/2018 22:30,5412,11633,287829,7,83328,60183,10372,8176,6226,5503,2,6,7008,303,3,17,196584
08/10/2018 22:00,1370,2780,83083,2,37663,26521,2268,1808,1564,1360,1,1,1442,58,0,1,57499
08/10/2018 21:00,699,983,38192,1,28875,20593,748,616,490,449,0,1,493,16,0,1,26749
08/10/2018 20:30,6585,19987,414564,12,90973,64706,17218,14118,10023,8653,1,3,12131,325,6,5,287992
08/10/2018 20:00,14197,40991,748864,27,155763,109535,28582,25222,23431,20312,4,48,21419,1130,2,42,515474
08/10/2018 19:30,1221,2025,63533,2,37781,27510,1430,1203,1090,995,0,0,931,47,2,0,45718
08/10/2018 19:00,2335,4588,127706,2,52579,38572,3462,2847,2473,2196,0,1,2296,75,0,0,91120
08/10/2018 18:30,5572,13886,381037,11,107263,76102,11655,9114,8805,7624,2,11,7330,340,3,6,248980
08/10/2018 18:00,1495,2855,86114,4,41944,30311,2566,2107,1323,1191,0,0,1715,72,0,1,59795
08/10/2018 17:02,5466,13634,314122,8,83824,60052,12419,9927,6368,5597,2,6,8568,319,1,4,220368
08/10/2018 16:00,963,1380,51934,2,34522,25071,925,738,875,801,0,3,564,12,4,3,35667
08/10/2018 15:00,3289,7140,185910,5,68692,51615,5903,4616,3900,3319,0,3,3968,153,7,3,133527
08/10/2018 14:01,5500,13344,308994,10,83178,60442,11618,9520,6749,5841,2,3,8090,295,2,2,218001
08/10/2018 13:01,756,1184,45665,2,33991,24090,672,563,820,737,0,1,442,23,1,1,32642
08/10/2018 12:00,1993,4188,108443,2,42761,31811,3421,2851,1976,1723,0,2,2368,60,0,1,75826
08/10/2018 11:00,14516,51017,1187598,19,175914,125105,43887,34901,28659,23955,17,73,30023,1561,34,51,765254
08/10/2018 10:00,2141,4827,124733,5,48139,34032,4774,3732,2164,1951,0,1,3139,103,0,5,86817
08/10/2018 09:00,1648,2912,76553,2,41160,30602,2053,1704,1654,1510,1,0,1390,44,5,5,55943
08/10/2018 08:00,817,1623,45255,2,25397,18007,1318,1091,817,728,0,0,927,40,0,1,31989
08/10/2018 07:30,1961,3996,128766,7,54041,39139,3700,2880,2170,1842,0,2,2395,73,0,0,90180
08/10/2018 07:00,8981,25349,580896,23,126447,92380,20051,17215,13296,11392,7,209,14432,492,7,32,406062
08/10/2018 06:30,826,1299,37471,3,22200,15493,1173,980,521,459,0,0,788,67,1,0,25729
08/10/2018 06:00,10000,35561,719520,20,119293,85701,26661,22363,20541,17523,4,31,18387,773,21,25,478340
08/10/2018 05:45,7783,20023,464623,16,110377,79245,18727,15280,9934,8299,2,3,12694,713,1,5,328607
08/10/2018 05:30,6011,13306,363642,6,99161,72443,11556,8835,7535,6428,0,7,7205,281,0,1,252072
08/10/2018 05:15,2149,4142,111893,5,45905,33339,3663,3058,1839,1639,0,3,2477,69,1,3,78365
08/10/2018 05:00,5237,12118,286039,9,76966,55403,11316,8802,6445,5546,0,2,7520,248,2,3,205081
07/10/2018 23:30,737,1198,37244,4,23420,16272,921,762,614,555,0,0,563,19,0,1,25874
07/10/2018 23:00,1053,1528,49410,3,33596,23508,1154,972,761,697,1,0,822,26,0,0,34029
07/10/2018 22:45,2659,4734,104954,7,61168,43343,2356,2130,3233,2908,0,3,1811,52,0,5,72815
07/10/2018 22:30,1232,2187,68230,3,36427,25162,1648,1422,1022,966,0,2,1137,42,0,2,47366
07/10/2018 22:00,1912,3299,89195,10,44492,31358,2946,2431,1475,1331,0,0,2057,56,2,1,61845
07/10/2018 21:30,1114,1657,49414,3,32069,22849,1331,1138,733,676,0,1,893,30,0,1,35633
07/10/2018 20:30,1900,3566,105389,5,59542,42862,2260,1880,2339,2044,0,1,1586,78,2,2,75430
07/10/2018 20:00,5411,14462,319241,8,90158,64275,12150,9969,7676,6857,2,6,8418,375,43,10,223047
07/10/2018 19:30,4075,8407,219620,12,91794,67399,6095,4859,5061,4478,3,41,4043,172,5,15,153607
07/10/2018 19:00,1074,1842,52671,3,35803,25534,1534,1309,839,753,0,1,1203,17,0,0,37002
07/10/2018 18:30,6999,19345,417057,17,130711,92208,14126,12023,10504,9168,7,31,10005,305,27,24,273980
07/10/2018 17:30,2017,3672,102013,4,50908,36357,2882,2424,1894,1634,0,2,1970,71,3,3,74424
07/10/2018 17:00,2988,7084,151062,6,56089,39390,6389,5529,3056,2685,1,3,4631,162,0,0,105910
07/10/2018 16:30,6569,21823,510869,16,118027,85135,17556,13825,13117,11434,1,20,11607,634,2,25,355996
07/10/2018 16:00,628,875,38037,4,31114,22107,737,497,453,412,0,4,410,28,2,0,26938
07/10/2018 15:30,1961,3103,86852,7,53385,38157,2042,1723,1796,1648,3,10,1369,58,2,7,61638
07/10/2018 15:00,1723,2888,83737,5,50340,37105,1894,1567,1812,1641,0,1,1209,54,3,3,59519
07/10/2018 13:00,1565,3240,90321,4,43163,31215,2597,2110,1718,1456,1,5,1903,53,0,1,61729
07/10/2018 13:00,1196,2006,67995,2,38260,26678,1428,1150,1164,1043,1,0,959,27,0,5,47677
07/10/2018 11:00,7053,19877,463543,14,106048,75197,16465,13090,10659,9180,4,11,11241,444,19,6,313213
07/10/2018 10:00,10033,40709,735556,20,136232,95535,30373,27577,20120,17057,1,34,24177,1789,50,110,519615
07/10/2018 09:30,4991,11745,297191,14,100638,73331,9832,7974,6632,5642,2,16,6352,536,1,8,209357
07/10/2018 08:00,6645,17392,440756,19,107512,75416,15251,12722,8081,7086,5,9,10314,518,109,6,289332
07/10/2018 07:00,527,797,29545,1,21612,14730,621,530,380,338,0,0,440,15,0,1,19795
07/10/2018 06:30,1756,3726,96366,6,36982,26211,3414,2630,1938,1698,0,0,2246,148,5,2,66520
07/10/2018 06:00,5410,13610,345086,12,84440,60907,11113,8941,7458,6390,0,56,7435,185,20,18,226323
07/10/2018 05:45,3961,9061,229587,17,76225,54127,8254,6575,4323,3954,1,3,5448,218,0,0,154793
07/10/2018 05:30,3269,7125,171575,14,62829,44027,7083,5959,2598,2411,0,5,5226,261,2,1,118670
07/10/2018 05:15,8623,20820,434181,28,126926,89637,18000,14924,9524,8448,1,9,12944,712,2,32,291523
07/10/2018 05:00,3360,7030,194100,8,71277,50394,6249,5200,3201,2827,0,5,4151,166,0,1,133515
06/10/2018 23:00,4105,9044,219546,13,75277,54706,7161,5917,4637,4275,0,4,4698,202,0,2,152628
06/10/2018 22:45,1212,1682,63267,7,45661,32330,1082,886,1033,923,6,54,644,14,1,3,43807
06/10/2018 22:30,1803,3264,81596,7,42583,29431,2999,2507,1314,1140,1,0,2095,86,7,0,54794
06/10/2018 22:00,1606,2925,70314,5,42514,28896,2617,2291,1003,918,0,12,2098,97,0,5,47220
06/10/2018 21:30,2900,7554,172444,11,56110,39336,6558,5783,3099,2741,0,7,5042,244,2,3,114338
06/10/2018 21:00,5741,14916,372130,12,92353,66780,11212,8856,9384,8401,4,2,7233,320,8,6,257556
06/10/2018 20:00,2627,12597,196708,5,54052,36476,10480,9872,4885,4203,0,2,8499,134,3,13,140929
06/10/2018 19:30,6362,15285,358136,13,99536,70454,12076,10123,8420,7327,0,8,8242,337,35,3,237354
06/10/2018 19:00,2511,4714,125544,9,57142,39776,4141,3397,2265,1985,0,4,2959,108,0,3,83076
06/10/2018 18:30,5770,17530,430672,13,93209,68439,14880,11935,9184,8069,2,231,9985,295,1,18,299870
06/10/2018 18:00,2055,4541,114426,7,48416,34769,3911,3221,2091,1951,0,1,2769,72,0,1,79402
06/10/2018 17:00,1565,2545,67878,3,40722,28718,2048,1820,1068,961,0,1,1493,51,0,3,47256
06/10/2018 16:30,1539,2152,65855,6,46828,33561,1173,988,1459,1322,0,3,781,10,16,1,46546
06/10/2018 16:00,1595,2843,91175,2,49290,34091,2082,1634,1638,1518,0,0,1272,66,2,3,61809
06/10/2018 15:30,2511,5626,129959,3,54051,39854,3936,3299,3211,2835,0,4,2838,129,0,1,88447
06/10/2018 15:00,4196,9602,262793,8,78810,58350,7879,6518,5121,4315,4,13,5266,135,49,6,177953
06/10/2018 14:00,7407,16449,445778,16,122027,87754,12772,10537,9190,8163,30,36,8206,219,252,39,295265
06/10/2018 13:30,4399,9793,292881,12,108735,79698,8208,6906,5005,4003,1,124,5746,226,1,9,197967
06/10/2018 13:00,1664,3085,85851,5,40868,28223,2610,2249,1297,1161,0,1,1817,42,0,1,58905
06/10/2018 12:00,1905,4097,117212,9,46860,33242,3100,2594,2331,2038,1,1,2097,68,1,4,79693
06/10/2018 11:00,5290,16303,302557,12,62042,43788,15385,12675,5830,5503,0,10,12114,336,1,5,202967
06/10/2018 10:00,7987,23649,549087,21,105099,75170,19499,15767,12386,10822,0,61,13145,597,3,10,362269
06/10/2018 09:00,1036,1912,53326,7,29128,21310,1348,1178,1038,931,0,0,986,33,0,2,38424
06/10/2018 08:01,4188,9029,242681,7,80063,58219,7144,5769,4833,4173,0,9,4582,164,7,5,160263
06/10/2018 07:00,1735,4443,102536,6,35005,25042,4045,3304,2080,1818,1,0,2975,102,1,5,73487
06/10/2018 06:37,4764,10317,227561,10,68397,47785,9400,7992,3972,3434,0,2,6729,225,1,4,155306
06/10/2018 06:37,767,1267,39025,2,23182,16424,1154,979,445,400,0,0,811,42,0,1,27072
06/10/2018 05:45,1673,2954,84093,9,36077,26006,2466,2038,1492,1282,0,1,1667,53,0,1,59492
06/10/2018 05:30,4848,10427,277898,11,89012,63074,8492,6642,6010,5348,0,1,5257,173,1,3,188404
06/10/2018 05:15,3515,8778,193662,13,70520,50582,7822,6658,3798,3376,0,12,5658,325,1,21,141617
06/10/2018 05:00,4460,8690,219665,11,77187,56733,7969,6415,4124,3684,2,2,5341,281,0,1,155809
05/10/2018 23:30,2942,6053,169176,9,63294,46019,5055,3975,3649,3076,0,3,3072,91,1,1,118396
05/10/2018 23:00,950,1410,44809,5,30184,21212,1172,1031,577,522,0,0,864,17,0,0,30243
05/10/2018 22:30,3154,8812,195057,3,53962,37800,7840,6846,3621,3329,0,3,5669,164,0,7,132684
05/10/2018 22:00,3370,7658,159798,5,63931,44444,5961,5322,3823,3314,1,3,4470,122,2,8,111377
05/10/2018 21:36,3589,4211,80296,9,70834,52558,945,838,4270,3560,1,1,723,45,1,3,58137
05/10/2018 21:00,863,1388,52764,2,30606,20748,1064,873,748,668,0,0,692,25,2,0,35579
05/10/2018 20:00,1452,2556,79517,3,44485,31082,1448,1191,1842,1569,0,4,950,39,1,2,54891
05/10/2018 19:30,1337,2392,66914,2,35021,23955,2148,1768,1044,955,0,0,1523,49,1,1,45948
05/10/2018 19:00,3006,5920,158137,6,63449,44493,4677,3873,2929,2630,0,1,3160,96,1,2,108692
05/10/2018 18:30,3001,7529,181849,7,60058,43506,5899,4795,4008,3466,1,61,4066,106,5,13,125613
05/10/2018 18:14,500,534,3690,3,3390,2884,43,40,582,506,0,1,39,3,0,0,3063
05/10/2018 18:11,1074,1115,6867,8,6630,5441,296,283,967,881,0,0,260,13,0,0,5598
05/10/2018 18:00,867,1398,39302,1,22940,15380,1190,998,593,527,0,0,841,19,0,1,27047
05/10/2018 17:30,6756,17324,438190,14,108059,77610,14653,12025,8714,7506,14,32,9796,258,54,24,297829
05/10/2018 17:00,929,1775,57521,3,32859,23047,1453,1212,874,776,0,0,1011,34,2,3,40975
05/10/2018 15:00,3032,7696,165914,9,48304,34482,6650,5639,3651,3397,1,2,4462,206,8,4,115547
05/10/2018 14:00,2815,6250,138007,7,52206,37872,5364,4645,2388,2132,1,4,3873,106,1,3,98586
05/10/2018 13:00,1107,1890,61977,2,36625,25986,1298,1085,1027,940,0,0,805,20,8,1,43892
05/10/2018 12:00,21418,87181,1839067,67,182876,127704,68819,55798,49982,43187,31,1725,46773,1729,99,133,1187774
05/10/2018 11:00,4551,15159,313509,8,72900,51566,13062,10162,9760,8474,0,4,8461,201,2,3,209074
05/10/2018 10:00,6869,18375,451973,14,104722,76368,15090,12081,9818,8594,3,29,10057,375,9,8,301897
05/10/2018 08:00,1008,2196,62726,4,26717,18428,1765,1458,1162,1019,0,1,1185,51,0,3,44016
05/10/2018 07:30,1578,2749,74711,5,38897,27721,1864,1586,1652,1458,0,0,1231,47,1,3,53161
05/10/2018 07:00,3397,7409,185235,5,67244,48663,7035,5892,3203,2831,0,3,4687,180,0,1,126257
05/10/2018 06:00,1499,2366,64818,5,39183,28862,2094,1765,1041,895,0,2,1404,58,47,1,47031
05/10/2018 05:45,6433,15871,389244,27,86399,62087,13379,10928,8096,7279,1,4,9126,429,0,2,276682
05/10/2018 05:30,2434,4913,127291,6,46200,33394,4280,3578,2341,2074,0,1,2876,85,2,1,86663
05/10/2018 05:15,3412,7308,179976,10,66504,48133,6132,4724,3426,3023,0,8,4009,188,1,1,126702
05/10/2018 05:00,5886,14729,299779,14,73584,52728,13827,11402,5974,5310,0,8,9828,333,0,4,204213
04/10/2018 23:00,2184,4399,112455,2,49697,34875,3875,3187,2005,1746,0,1,2733,105,0,1,78188
04/10/2018 22:30,1943,3488,97619,2,46667,32836,2948,2487,1660,1426,0,1,1905,71,0,0,67613
04/10/2018 21:30,1897,3221,84533,6,43913,30137,2476,2161,1501,1382,0,2,1745,39,0,0,57180
04/10/2018 21:00,866,1292,43932,2,33116,23173,889,801,642,603,0,1,622,26,3,2,29842
04/10/2018 20:30,953,1499,57138,3,37553,26282,1096,909,824,750,0,1,717,20,0,3,38356
04/10/2018 20:00,1659,7296,128222,3,23543,17172,5568,5121,3572,3197,0,3,4600,114,4,4,94095
04/10/2018 19:00,5873,12748,343372,13,98248,70691,9746,7768,8204,7017,0,52,6145,286,2,14,236403
04/10/2018 18:00,3299,7042,174052,9,78743,57081,5175,4267,4121,3690,2,12,3636,144,13,5,120786
04/10/2018 17:30,1083,1657,47186,4,33377,23341,898,736,1135,1033,0,0,586,28,5,0,32934
04/10/2018 17:00,2038,4655,138953,3,46782,33472,4094,3264,2382,2057,0,0,2656,113,0,0,95929
04/10/2018 16:00,1145,1985,61259,2,32647,22362,1777,1426,886,795,0,2,1216,37,0,0,40984
04/10/2018 15:00,2946,5379,133522,12,61922,43718,4023,3428,2884,2408,1,3,2686,101,1,3,94956
04/10/2018 14:30,5612,13992,377134,10,97670,72771,10762,9029,7472,6983,6,29,6929,202,17,20,255859
04/10/2018 14:00,2172,4496,106419,3,40181,28385,4170,3391,1878,1648,0,3,2932,89,0,2,74222
04/10/2018 13:00,2867,5960,158321,10,63765,46605,4863,4068,2762,2480,0,4,3246,133,0,2,110319
04/10/2018 12:00,3010,8059,175785,4,48237,33850,7338,6201,3842,3365,0,1,5395,144,0,0,120633
04/10/2018 11:00,1357,2282,70693,5,43228,30727,1550,1335,1395,1238,1,13,1018,41,2,4,49919
04/10/2018 10:00,7405,20001,443847,10,100054,72449,15967,12669,11167,9706,4,12,10979,408,8,20,307391
04/10/2018 09:00,6827,18484,419452,15,103303,76438,15707,12872,9470,8063,0,33,10811,290,126,22,283025
04/10/2018 08:00,2542,5815,137672,5,49629,34758,5057,3968,2935,2535,0,1,3488,107,0,1,92896
04/10/2018 07:30,4714,11101,281088,7,92689,66856,8913,7687,5487,4734,2,157,5921,241,3,7,192493
04/10/2018 07:00,1003,2135,49837,3,23362,16225,1623,1392,1077,956,0,0,1163,30,0,0,34540
04/10/2018 06:30,8044,22625,425422,15,87498,64351,20452,17141,10160,8894,1,7,14892,614,7,8,287214
04/10/2018 06:00,1198,2207,55638,2,24369,17109,1898,1584,993,926,0,22,1249,46,0,1,39483
04/10/2018 05:45,3982,8974,213248,7,77446,55917,7436,6509,4263,3764,1,3,5435,139,0,2,148370
04/10/2018 05:30,3309,8100,169565,7,46716,33397,7267,6210,3226,2776,0,2,5169,208,2,1,116750
04/10/2018 05:15,4588,13310,265203,9,77399,54589,11853,9813,6310,5493,0,7,8584,255,2,14,186172
04/10/2018 05:00,3192,6352,152677,8,52725,37091,6144,4991,2951,2494,0,4,3954,187,1,2,109741
03/10/2018 23:00,1604,3309,86257,3,36544,25390,2911,2304,1885,1617,0,0,1946,79,1,0,58461
03/10/2018 22:30,1138,2107,63445,4,32468,21978,1664,1384,1224,1073,0,1,1113,37,1,1,42820
03/10/2018 22:00,835,1491,50613,2,28790,19516,1215,1018,732,686,0,0,843,19,0,1,35568
03/10/2018 21:00,687,1036,30863,2,20491,14038,917,738,477,433,1,0,621,35,1,2,20499
03/10/2018 20:30,4859,11560,242162,12,79111,53875,7949,6746,6720,6096,0,6,5603,217,2,8,165986
03/10/2018 19:30,3284,8705,206525,7,65292,46171,5812,4816,5737,5244,1,4,3903,153,2,2,141238
03/10/2018 19:00,2249,5354,129145,7,43520,30306,4488,3636,2486,2234,1,68,2969,152,0,4,90412
03/10/2018 18:00,716,1209,38373,0,26916,18736,842,678,736,672,0,0,547,30,3,1,27025
03/10/2018 17:30,4003,8523,201248,7,76018,53516,7020,5724,4587,3975,2,14,4865,230,6,6,139845
03/10/2018 17:00,7167,24106,538295,15,118405,87406,18238,15395,13716,11826,4,73,13128,351,10,17,368114
03/10/2018 16:30,5884,15761,392485,15,93621,66758,12781,10357,8170,7367,4,15,8297,254,10,11,270759
03/10/2018 16:00,931,2063,53654,5,37427,26928,1637,1442,1035,890,0,1,1223,45,3,1,38008
03/10/2018 15:00,835,1372,47517,3,30110,21213,1072,898,652,607,0,0,712,24,5,1,32036
03/10/2018 14:30,11818,35780,761347,27,150604,106565,31540,25852,17729,15108,12,111,22708,844,23,34,501455
03/10/2018 14:00,1053,2027,51683,3,31197,22541,1686,1390,1033,923,0,0,1187,43,0,0,35889
03/10/2018 13:00,7429,23225,506277,16,112982,85352,17930,15484,12640,10529,4,31,12593,544,11,24,341321
03/10/2018 13:00,809,1704,53022,2,31360,22168,1422,1203,851,743,0,3,1027,24,4,3,37444
03/10/2018 12:00,1499,2867,76631,4,41596,30838,1997,1751,1502,1301,1,1,1443,22,0,2,54265
03/10/2018 11:00,11205,44193,980700,26,141261,103687,35430,28416,27406,22957,26,128,23290,768,134,73,637924
03/10/2018 10:00,573,980,30963,0,20665,14712,770,653,478,433,0,0,500,20,0,1,21355
03/10/2018 09:30,3340,8211,208158,9,65842,47229,6633,5556,4387,4003,2,44,4484,161,2,7,142736
03/10/2018 09:00,4299,11515,277000,13,82834,58915,8312,6799,7106,6211,2,11,5406,186,7,9,196614
03/10/2018 08:30,5233,14699,321804,14,76905,55088,13182,10439,7268,6376,1,3,8705,395,4,6,217824
03/10/2018 08:00,2379,5312,143018,8,52829,37503,4385,3566,2611,2298,4,36,2747,90,5,10,101071
03/10/2018 07:30,767,1382,42569,1,22501,16287,1073,870,679,608,0,7,663,16,0,0,30425
03/10/2018 07:00,10134,42941,936427,19,126637,91530,32740,27638,23100,19747,6,94,22917,688,8,44,623764
03/10/2018 06:30,4017,11944,262590,10,70784,51279,10098,8292,6247,5570,0,4,6981,270,12,0,186501
03/10/2018 06:00,1307,2827,74929,6,34893,24754,2407,1974,1286,1127,0,3,1717,41,0,0,52977
03/10/2018 05:45,7238,21117,448532,14,107619,77721,19242,15758,11601,9702,1,8,13163,500,6,6,311989
03/10/2018 05:30,1220,2494,66642,5,25338,18069,2310,1835,1271,1064,0,1,1447,57,0,0,46413
02/10/2018 23:00,1539,3094,83999,4,45968,33615,2272,1967,1519,1362,0,0,1637,46,0,2,59933
02/10/2018 21:01,2623,6429,134618,5,51677,36756,5186,4251,2821,2601,0,2,3898,95,2,4,95932
02/10/2018 19:00,575,895,32199,1,26513,18680,747,634,367,341,0,0,566,9,0,1,22525
02/10/2018 16:00,6295,16542,404263,6,116517,83866,13302,10497,9427,8015,0,14,8763,364,8,3,274118
02/10/2018 05:30,1711,3255,93475,4,40683,29170,2600,2082,1707,1524,0,3,1580,50,0,2,65171
02/10/2018 05:15,3887,9477,228501,6,70256,50517,7242,5901,6107,5159,0,5,4718,148,0,1,163863
01/10/2018 11:30,1068,1887,58241,1,32603,24165,1461,1236,904,817,0,1,952,46,3,1,41653
01/10/2018 05:15,3201,6370,171185,9,58411,42800,5824,4775,2990,2609,3,1,3805,116,2,0,123160
30/09/2018 22:45,3067,6545,154024,6,55070,40476,5713,4714,3004,2768,1,4,3968,143,1,4,109110
30/09/2018 14:00,2243,4754,125233,5,53563,40989,4043,3197,2430,2130,1,2,2625,163,0,3,87005
29/09/2018 17:00,749,1214,36842,4,29749,21053,748,647,793,693,0,5,570,8,0,0,26890
29/09/2018 08:00,766,1200,44263,4,32337,23943,867,721,651,577,0,1,557,14,0,3,32334
29/09/2018 05:45,3821,9058,203298,5,69534,50919,8300,6857,4144,3690,1,2,5894,229,0,2,144257
28/09/2018 22:00,1152,2946,81038,2,28404,19383,2417,1961,1533,1357,0,1,1791,32,0,0,56920
28/09/2018 21:30,6209,14053,344974,12,94687,70422,10838,8534,8743,7665,2,15,6955,184,5,13,241697
28/09/2018 12:00,2101,4142,114116,3,49445,35791,3442,2835,1876,1688,0,1,2305,65,1,3,77192
27/09/2018 14:00,1240,2707,75215,1,35177,26052,2222,1760,1500,1279,0,0,1460,63,0,0,53271
26/09/2018 05:45,1977,3893,99740,2,45236,30752,3697,2984,1469,1295,0,3,2593,83,0,2,69005
25/09/2018 22:00,1698,2776,81823,5,44994,30018,2301,1820,1505,1303,0,0,1433,42,0,0,54676
25/09/2018 18:30,763,1194,40665,2,27214,18933,1009,837,555,499,0,0,674,24,0,1,28182
25/09/2018 16:00,1474,2204,68013,7,48992,34196,1286,1138,1428,1260,1,4,895,47,1,55,47373
25/09/2018 12:00,5289,11580,272834,3,76025,55341,10972,8841,5199,4307,2,27,7587,369,11,13,191343
24/09/2018 14:00,1324,2591,63147,3,31131,22400,2297,1885,1312,1085,0,0,1603,56,2,1,43890
24/09/2018 12:00,750,1247,40648,1,27145,19046,1035,847,617,559,1,0,661,28,2,0,27850
24/09/2018 09:00,5218,16269,373718,11,86543,62111,10561,8484,10805,9607,3,24,7013,242,66,45,264844
23/09/2018 18:00,788,1303,37988,1,22050,14978,1075,825,717,635,0,1,707,29,0,2,25719
23/09/2018 11:00,4684,11121,274537,9,75090,53819,9993,8103,5066,4487,1,4,6621,249,3,3,186350
22/09/2018 21:00,4478,12537,288450,5,75195,54583,11621,9359,6097,5305,1,6,7989,226,1,8,199523
22/09/2018 05:45,1489,2984,78320,4,33002,24143,2655,2113,1465,1232,0,1,1726,82,1,1,54791
21/09/2018 23:00,3996,12321,259063,5,67804,47632,11233,9341,5382,4980,0,4,7956,200,1,7,170682
21/09/2018 22:30,1639,2757,75676,6,40928,29099,2307,1892,1377,1193,0,1,1515,80,0,1,54435
21/09/2018 20:00,7049,16886,406029,15,114150,85022,13989,10614,10276,8752,1,23,8740,469,2,10,280329
21/09/2018 19:00,4848,12233,257410,9,62816,45206,11057,8908,4831,4365,1,134,7516,314,0,5,173809
20/09/2018 23:00,1424,3225,80016,2,32767,22727,3011,2389,1469,1312,0,0,2114,48,0,0,56179
20/09/2018 22:30,3050,7177,149767,6,54666,38543,6389,5521,2914,2552,2,2,4592,145,3,1,102054
20/09/2018 18:00,3264,10975,208954,6,56216,39402,9605,8178,4930,4391,0,10,7208,146,3,6,148667
